Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
Rumah Modern Cantik 2 Kamar Siap Huni di Mapanget,1800000000,Sulawesi Utara,Manado,Mapanget,2,3,60.0,96.0,2200.0,2.0,secondary
Dijual Rumah Murah di Malalayang Manado Harga Rp 350 Juta LT 190m2,350000000,Sulawesi Utara,Manado,Malalayang,3,2,190.0,200.0,2200.0,2.0,secondary
For Sale Rumah 5 Kamar Lokasi Strategis Nyaman dan Strategis di Sario,1500000000,Sulawesi Utara,Manado,Sario,5,4,486.0,450.0,3500.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 5 KT di Sario Manado SHM,700000000,Sulawesi Utara,Manado,Sario,5,2,202.0,200.0,1300.0,2.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 350m2 di Malalayang, Manado",2500000000,Sulawesi Utara,Manado,Malalayang,5,4,900.0,350.0,2200.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Malalayang,625000000,Sulawesi Utara,Manado,Malalayang,3,2,300.0,150.0,1300.0,1.0,secondary
For Sale Rumah 6 Kamar Lokasi Ideal Nyaman dan Strategis di Mapanget,2000000000,Sulawesi Utara,Manado,Mapanget,6,5,202.0,300.0,3300.0,2.0,secondary
"Rumah Strategis Minimalis Lb 250m2 di Malalayang, Manado",1650000000,Sulawesi Utara,Manado,Malalayang,4,3,270.0,250.0,2200.0,2.0,secondary
"Hunian Cantik Minimalis Lb 260m2 di Tuminting, Manado",1200000000,Sulawesi Utara,Manado,Tuminting,5,3,249.0,260.0,3500.0,2.0,secondary
Jual Rumah Minimalis Bagus Punya 5 KT di Mapanget Manado SHM,1600000000,Sulawesi Utara,Manado,Mapanget,5,4,180.0,300.0,3300.0,2.0,secondary
For Sale Rumah 2 Kamar Lokasi Strategis Bagus dan Strategis di Wanea,1100000000,Sulawesi Utara,Manado,Wanea,2,2,250.0,85.0,2200.0,0.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 100m2 di Mapanget, Manado",800000000,Sulawesi Utara,Manado,Mapanget,3,2,120.0,100.0,3500.0,0.0,secondary
"For Sale Rumah Elit Exclusive di Wanea, Manado",8000000000,Sulawesi Utara,Manado,Wanea,4,5,320.0,576.0,5500.0,3.0,secondary
Rumah Modern Minimalis 5 Kamar Bisa Langsung Pindah di Mapanget,1350000000,Sulawesi Utara,Manado,Mapanget,5,4,105.0,180.0,3300.0,0.0,secondary
For Sale Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Mapanget,1500000000,Sulawesi Utara,Manado,Mapanget,2,3,110.0,80.0,3300.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Paal Dua Manado SHM,800000000,Sulawesi Utara,Manado,Paal Dua,3,1,135.0,120.0,3300.0,2.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Paal Dua, Manado",12500000000,Sulawesi Utara,Manado,Paal Dua,5,4,1746.0,420.0,5500.0,0.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Bagus dan Strategis di Wanea,1300000000,Sulawesi Utara,Manado,Wanea,4,3,121.0,154.0,4400.0,0.0,secondary
"Rumah Strategis Minimalis Lb 160m2 di Wanea, Manado",950000000,Sulawesi Utara,Manado,Wanea,3,3,180.0,160.0,3300.0,1.0,secondary
"Rumah Terjangkau Dijual di Wenang, Manado Harga Rp 350 Juta",350000000,Sulawesi Utara,Manado,Wenang,2,1,300.0,75.0,900.0,0.0,secondary
Siap Huni Hunian Elit 7 Kamar di Wanea Dekat ke Mana Saja,10000000000,Sulawesi Utara,Manado,Wanea,7,6,2000.0,750.0,5500.0,2.0,secondary
Rumah Modern Minimalis 5 KT Bisa Langsung Pindah di Wanea,2300000000,Sulawesi Utara,Manado,Wanea,5,5,310.0,240.0,5500.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Mapanget, Manado",3400000000,Sulawesi Utara,Manado,Mapanget,4,2,160.0,200.0,3500.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Wanea, Manado",4000000000,Sulawesi Utara,Manado,Wanea,5,5,340.0,252.0,3300.0,2.0,secondary
Rumah mewah griya pantai indah Malalayang cocok buat WNA DAN PEJABAT ,5999000000,Sulawesi Utara,Manado,Malalayang,6,5,1000.0,600.0,5500.0,2.0,secondary
"Rumah Strategis Minimalis Lb 290m2 di Malalayang, Manado",950000000,Sulawesi Utara,Manado,Malalayang,4,2,300.0,290.0,2200.0,2.0,secondary
Rumah Modern Minimalis 3 KT Siap Huni di Tikala,850000000,Sulawesi Utara,Manado,Tikala,3,2,200.0,70.0,2200.0,1.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 276m2 di Wanea, Manado",1800000000,Sulawesi Utara,Manado,Wanea,5,3,584.0,276.0,2200.0,1.0,secondary
"Best Deal Hunian Mewah Ideal dan Luas di Tuminting, Manado",2600000000,Sulawesi Utara,Manado,Tuminting,4,3,130.0,130.0,4400.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Mapanget Manado SHM,1850000000,Sulawesi Utara,Manado,Mapanget,3,3,200.0,150.0,3500.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 194m2 di Malalayang, Manado",1100000000,Sulawesi Utara,Manado,Malalayang,3,4,211.0,194.0,2200.0,2.0,secondary
Dijual Rumah Murah di Mapanget Manado Harga Rp 450 Juta LT 210m2,450000000,Sulawesi Utara,Manado,Mapanget,3,1,210.0,210.0,450.0,1.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Mapanget Manado -,1600000000,Sulawesi Utara,Manado,Mapanget,4,3,150.0,175.0,3300.0,2.0,secondary
Rumah Holland village harga murah,900000000,Sulawesi Utara,Manado,Mapanget,3,2,120.0,90.0,2200.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 288m2 di Samarinda Ulu, Samarinda",800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,2,1,200.0,288.0,900.0,3.0,secondary
Siap Huni Rumah Mewah 2 Kamar di Samarinda Utara Dekat ke Mana Pun,4900000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,200.0,513.0,1300.0,3.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Samarinda Ulu, Samarinda",3500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,3,2,317.0,150.0,3500.0,2.0,secondary
Dijual Rumah Minimalis Bagus Punya 3 KT di Samarinda Utara Samarinda SHM,2000000000,Kalimantan Timur,Samarinda,Samarinda Utara,3,2,140.0,90.0,2200.0,2.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Sungai Kunjang,1500000000,Kalimantan Timur,Samarinda,Sungai Kunjang,5,2,248.0,150.0,2200.0,1.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Sungai Pinang, Samarinda",4000000000,Kalimantan Timur,Samarinda,Sungai Pinang,5,5,180.0,450.0,4400.0,3.0,secondary
"For Sale Rumah Elit Exclusive di Samarinda Ilir, Samarinda",3000000000,Kalimantan Timur,Samarinda,Samarinda Ilir,5,4,299.0,400.0,3300.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Samarinda Utara, Samarinda",3700000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,3,285.0,450.0,5500.0,2.0,secondary
Jual Rumah Minimalis Bagus Punya 2 KT di Sungai Pinang Samarinda SHM,1600000000,Kalimantan Timur,Samarinda,Sungai Pinang,2,2,105.0,140.0,2200.0,1.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Samarinda Utara,1300000000,Kalimantan Timur,Samarinda,Samarinda Utara,5,3,298.0,200.0,2200.0,0.0,secondary
"Jual Rumah Favorit Siap Huni LB 241m2 di Samarinda Utara, Samarinda",1500000000,Kalimantan Timur,Samarinda,Samarinda Utara,8,3,250.0,241.0,2200.0,0.0,secondary
"Hunian Cantik Modern Lb 200m2 di Loa Janan Ilir, Samarinda",2000000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,6,5,529.0,200.0,3500.0,1.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Samarinda Ulu, Samarinda",10000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,3,405.0,350.0,3500.0,1.0,secondary
"Dijual Rumah Elit Exclusive di Samarinda Ulu, Samarinda",5500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,4,225.0,225.0,3500.0,1.0,secondary
"Rumah Mewah Siap Huni LT 400m2 di Samarinda Ulu, Samarinda",6000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,3,400.0,300.0,4400.0,0.0,secondary
"Rumah Strategis Minimalis Lb 60m2 di Loa Janan Ilir, Samarinda",900000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,2,2,180.0,60.0,1300.0,0.0,secondary
"Rumah Eksklusif Siap Huni LT 405m2 di Samarinda Kota, Samarinda",7500000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,3,405.0,400.0,5500.0,1.0,secondary
Rumah Modern Cantik 4 KT Bisa Langsung Pindah di Sambutan,900000000,Kalimantan Timur,Samarinda,Sambutan,4,2,225.0,250.0,1300.0,0.0,secondary
"Rumah Mewah Siap Huni LT 885m2 di Samarinda Seberang, Samarinda",4500000000,Kalimantan Timur,Samarinda,Samarinda Seberang,7,6,885.0,329.0,2200.0,0.0,secondary
Siap Huni Rumah Mewah 6 Kamar di Sambutan Dekat ke Mana Saja,3000000000,Kalimantan Timur,Samarinda,Sambutan,6,4,412.0,380.0,2200.0,0.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Loa Janan Ilir Samarinda SHM,600000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,2,1,90.0,36.0,1300.0,0.0,secondary
Rumah Modern Minimalis 2 KT Siap Huni di Samarinda Seberang,750000000,Kalimantan Timur,Samarinda,Samarinda Seberang,2,1,120.0,90.0,1300.0,0.0,secondary
For Sale Rumah 5 Kamar Lokasi Strategis Nyaman dan Strategis di Loa Janan Ilir,1850000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,5,3,200.0,210.0,2200.0,0.0,secondary
"Dijual Rumah Elit Exclusive di Loa Janan Ilir, Samarinda",8000000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,6,6,1075.0,800.0,2200.0,2.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Kota, Samarinda",5200000000,Kalimantan Timur,Samarinda,Samarinda Kota,4,4,300.0,500.0,5500.0,2.0,secondary
Dijual Rumah 1 Kamar Lokasi Strategis Bagus dan Strategis di Samarinda Kota,698000000,Kalimantan Timur,Samarinda,Samarinda Kota,1,1,90.0,60.0,2200.0,0.0,secondary
Siap Huni Hunian Elit 5 Kamar di Sungai Pinang Dekat ke Mana Pun,2800000000,Kalimantan Timur,Samarinda,Sungai Pinang,5,3,196.0,190.0,2200.0,0.0,secondary
"Dijual Rumah Elit Exclusive di Samarinda Ulu, Samarinda",3500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,240.0,300.0,3500.0,0.0,secondary
"Jual Rumah Favorit Siap Huni LB 480m2 di Samarinda Utara, Samarinda",1700000000,Kalimantan Timur,Samarinda,Samarinda Utara,6,3,160.0,480.0,2200.0,0.0,secondary
"Rumah Mewah Siap Huni LT 314m2 di Samarinda Ulu, Samarinda",5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,5,314.0,360.0,4400.0,0.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Loa Janan Ilir, Samarinda",4500000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,5,3,885.0,329.0,2200.0,0.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Kota, Samarinda",5500000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,3,391.0,285.0,3500.0,1.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Ulu, Samarinda",3200000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,267.0,109.0,5500.0,1.0,secondary
Siap Huni Rumah Mewah 3 Kamar di Samarinda Kota Dekat ke Mana Pun,8000000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,400.0,200.0,2200.0,2.0,secondary
Siap Huni Rumah Mewah 2 Kamar di Samarinda Utara Dekat ke Mana Pun,4900000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,200.0,513.0,1300.0,3.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 288m2 di Samarinda Ulu, Samarinda",800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,2,1,200.0,288.0,900.0,3.0,secondary
"Jual Rumah Bagus Siap Huni LB 90m2 di Samarinda Kota, Samarinda",560000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,38.0,90.0,2200.0,0.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Samarinda Kota, Samarinda",3400000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,3,300.0,600.0,5500.0,2.0,secondary
Siap Huni Rumah Mewah 5 Kamar di Samarinda Kota Dekat ke Mana Pun,3650000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,330.0,290.0,5500.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Samarinda Kota,900000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,135.0,100.0,3500.0,1.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Kota, Samarinda",8000000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,400.0,200.0,2200.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 90m2 di Samarinda Kota, Samarinda",560000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,38.0,90.0,2200.0,0.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Samarinda Kota, Samarinda",3400000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,3,300.0,600.0,5500.0,2.0,secondary
Siap Huni Rumah Mewah 5 Kamar di Samarinda Kota Dekat ke Mana Pun,3650000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,330.0,290.0,5500.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Samarinda Kota,900000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,135.0,100.0,3500.0,1.0,secondary
Rumah Modern Cantik 2 Kamar Siap Huni di Samarinda Utara,675000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,422.0,36.0,1300.0,1.0,secondary
"Hunian Mewah Siap Huni LT 513m2 di Samarinda Ilir, Samarinda",3750000000,Kalimantan Timur,Samarinda,Samarinda Ilir,11,7,513.0,500.0,4400.0,3.0,secondary
Siap Huni Hunian Elit 7 Kamar di Samarinda Utara Dekat ke Mana Pun,7000000000,Kalimantan Timur,Samarinda,Samarinda Utara,7,6,804.0,500.0,8000.0,2.0,secondary
"Hunian Murah Dijual di Samarinda Utara, Samarinda Harga Rp 325 Juta",325000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,202.0,29.0,900.0,1.0,secondary
For Sale Rumah 4 Kamar Lokasi Strategis Bagus dan Strategis di Samarinda Ulu,2300000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,6,163.0,250.0,4400.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Samarinda Ulu, Samarinda",2800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,5500.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Kota, Samarinda",2800000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,135.0,180.0,5500.0,2.0,secondary
"Rumah Strategis Modern Lb 180m2 di Samarinda Ulu, Samarinda",2000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,5500.0,2.0,secondary
Rumah Modern Minimalis 4 Kamar Bisa Langsung Pindah di Samarinda Ulu,2400000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,5500.0,2.0,secondary
"Best Deal Hunian Mewah Ideal dan Luas di Samarinda Ulu, Samarinda",3750000000,Kalimantan Timur,Samarinda,Samarinda Ulu,11,7,513.0,500.0,4400.0,3.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Samarinda Kota,700000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,100.0,100.0,2200.0,1.0,secondary
Hunian Nyaman Asri 3 KT Siap Pakai di Samarinda Kunjang Samarinda,785000000,Kalimantan Timur,Samarinda,,3,2,250.0,85.0,2200.0,1.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Samarinda Utara, Samarinda",2700000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,2,465.0,465.0,2200.0,1.0,secondary
"Jual Rumah Bagus Siap Huni LB 208m2 di Samarinda Kota, Samarinda",2150000000,Kalimantan Timur,Samarinda,Samarinda Kota,4,4,180.0,208.0,3500.0,2.0,secondary
"Rumah Strategis Modern Lb 234m2 di Padang Utara, Padang",2000000000,Sumatera Barat,Padang,Padang Utara,3,3,319.0,234.0,3500.0,2.0,secondary
Rumah Modern 3 KT di Padang Kota Padang Semi Furnished,1300000000,Sumatera Barat,Padang,,3,2,120.0,90.0,2200.0,1.0,secondary
"Jual Rumah Favorit Siap Huni LB 220m2 di Kuranji, Padang",950000000,Sumatera Barat,Padang,Kuranji,5,3,119.0,220.0,2200.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 6 KT di Padang Utara Padang SHM,1300000000,Sumatera Barat,Padang,Padang Utara,6,4,204.0,308.0,2200.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Lubuk Kilangan,1500000000,Sumatera Barat,Padang,Lubuk Kilangan,3,2,128.0,115.0,4400.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Padang Utara, Padang",3500000000,Sumatera Barat,Padang,Padang Utara,7,3,347.0,400.0,11000.0,2.0,secondary
"Rumah Strategis Minimalis Lb 45m2 di Padang Timur, Padang",600000000,Sumatera Barat,Padang,Padang Timur,2,2,98.0,45.0,1300.0,1.0,secondary
"Rumah Harga 500000000 di Nanggalo, Luas 173m² Bangunan 73m²",500000000,Sumatera Barat,Padang,Nanggalo,2,1,173.0,73.0,800.0,1.0,secondary
"Rumah Strategis Modern Lb 100m2 di Koto Tangah, Padang",660000000,Sumatera Barat,Padang,Koto Tangah,3,2,100.0,100.0,4400.0,2.0,secondary
Dijual Rumah Minimalis Bagus Punya 4 KT di Koto Tangah Padang SHM,2100000000,Sumatera Barat,Padang,Koto Tangah,4,3,280.0,280.0,3300.0,2.0,secondary
Dijual Rumah Asri di Komplek Unand,1500000000,Sumatera Barat,Padang,Pauh,3,3,216.0,150.0,2200.0,1.0,secondary
"Rumah Murah Dijual di Koto Tangah, Padang Harga Rp 475 Juta",475000000,Sumatera Barat,Padang,Koto Tangah,2,1,104.0,60.0,2200.0,1.0,secondary
"Jual Rumah Modern 3 KT di Padang Kota, Padang",1500000000,Sumatera Barat,Padang,,3,2,630.0,64.0,1300.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 3 KT di Padang Timur Padang SHM,1700000000,Sumatera Barat,Padang,Padang Timur,3,2,189.0,91.0,5500.0,1.0,secondary
Rumah Modern Minimalis 3 Kamar Siap Huni di Koto Tangah,800000000,Sumatera Barat,Padang,Koto Tangah,3,3,194.0,103.0,1300.0,2.0,secondary
Rumah Modern Cantik 4 Kamar Bisa Langsung Pindah di Lubuk Kilangan,900000000,Sumatera Barat,Padang,Lubuk Kilangan,4,3,135.0,135.0,2200.0,1.0,secondary
"Hunian Terjangkau Dijual di Koto Tangah, Padang Harga Rp 500 Juta",500000000,Sumatera Barat,Padang,Koto Tangah,2,1,84.0,84.0,2200.0,1.0,secondary
Rumah Modern Minimalis 2 KT Siap Huni di Padang Utara,700000000,Sumatera Barat,Padang,Padang Utara,2,2,146.0,105.0,2200.0,1.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 100m2 di Koto Tangah, Padang",720000000,Sumatera Barat,Padang,Koto Tangah,2,2,100.0,100.0,1300.0,2.0,secondary
Rumah Modern Minimalis 6 Kamar Bisa Langsung Pindah di Padang Utara,1500000000,Sumatera Barat,Padang,Padang Utara,6,4,393.0,250.0,2200.0,2.0,secondary
For Sale! Luxury House LT 225m2 Desain Modern di Padang Kota,3500000000,Sumatera Barat,Padang,,5,4,225.0,720.0,3500.0,3.0,secondary
Rumah Modern Minimalis 4 KT Bisa Langsung Pindah di Padang Selatan,2000000000,Sumatera Barat,Padang,Padang Selatan,4,3,390.0,120.0,3300.0,2.0,secondary
Dijual Rumah Minimalis Bagus Punya 4 KT di Padang Selatan Padang SHM,2000000000,Sumatera Barat,Padang,Padang Selatan,4,3,390.0,120.0,1300.0,2.0,secondary
Rumah Minimalis Dijual Lokasi Padang Utara 4 Kamar dengan Luas Tanah 134m2,500000000,Sumatera Barat,Padang,Padang Utara,4,1,134.0,134.0,2200.0,1.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Padang Utara, Padang",50000000000,Sumatera Barat,Padang,Padang Utara,7,6,700.0,900.0,2200.0,1.0,secondary
"Hunian Cantik Modern Lb 316m2 di Bungus Teluk Kabung, Padang",1300000000,Sumatera Barat,Padang,Bungus Teluk Kabung,2,3,786.0,316.0,2200.0,2.0,secondary
Siap Huni Rumah Mewah 4 Kamar di Padang Timur Dekat ke Mana Pun,3500000000,Sumatera Barat,Padang,Padang Timur,4,3,398.0,283.0,3300.0,2.0,secondary
Rumah Modern Minimalis 4 KT Siap Huni di Pauh,850000000,Sumatera Barat,Padang,Pauh,4,2,135.0,92.0,1300.0,2.0,secondary
Rumah Modern Cantik 3 KT Siap Huni di Kuranji,975000000,Sumatera Barat,Padang,Kuranji,3,2,197.0,117.0,2200.0,1.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Lubuk Begalung Padang SHM,1400000000,Sumatera Barat,Padang,Lubuk Begalung,3,3,105.0,95.0,2200.0,2.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 100m2 di Lubuk Begalung, Padang",800000000,Sumatera Barat,Padang,Lubuk Begalung,3,2,167.0,100.0,3500.0,1.0,secondary
Rumah Modern Minimalis 3 KT Bisa Langsung Pindah di Lubuk Begalung,650000000,Sumatera Barat,Padang,Lubuk Begalung,3,2,120.0,200.0,2200.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 2 KT di Lubuk Begalung Padang SHM,700000000,Sumatera Barat,Padang,Lubuk Begalung,2,1,54.0,54.0,1300.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 4 KT di Kuranji Padang -,1600000000,Sumatera Barat,Padang,Kuranji,4,3,120.0,104.0,4400.0,2.0,secondary
Rumah Budget Terbaik Dijual di Koto Tangah LT 154m2,400000000,Sumatera Barat,Padang,Koto Tangah,2,2,154.0,100.0,900.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Kuranji,800000000,Sumatera Barat,Padang,Kuranji,3,2,120.0,60.0,1300.0,1.0,secondary
"Hunian Cantik Minimalis Lb 168m2 di Padang Selatan, Padang",700000000,Sumatera Barat,Padang,Padang Selatan,4,2,125.0,168.0,1300.0,2.0,secondary
"Rumah Strategis Modern Lb 120m2 di Kuranji, Padang",1600000000,Sumatera Barat,Padang,Kuranji,3,3,120.0,120.0,2200.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 300m2 di Padang Timur, Padang",600000000,Sumatera Barat,Padang,Padang Timur,9,4,375.0,300.0,1300.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Sumber,1000000000,Jawa Barat,Cirebon,Sumber,3,2,93.0,68.0,2200.0,2.0,secondary
Jual Rumah Murah Meriah Arjawinangun Punya 3 Kamar & LT 60m2,145000000,Jawa Barat,Cirebon,Arjawinangun,3,1,60.0,42.0,900.0,1.0,secondary
"Hunian Cantik Modern Lb 500m2 di Kesambi, Cirebon",1850000000,Jawa Barat,Cirebon,Kesambi,5,5,275.0,500.0,2200.0,2.0,secondary
"Jual Rumah Luas Megah Dengan View Eksklusif di Cirebon Kota, Cirebon",2660000000,Jawa Barat,Cirebon,,3,2,190.0,120.0,2200.0,2.0,secondary
Rumah Luxury Modern Siap Huni di Cirebon Kota Cirebon,2720000000,Jawa Barat,Cirebon,,4,3,169.0,200.0,2200.0,2.0,secondary
"Jual Rumah Modern 3 KT di Cirebon Kota, Cirebon",1730000000,Jawa Barat,Cirebon,,3,2,120.0,92.0,2200.0,2.0,secondary
Rumah Minimalis 4 KT di Cirebon Kota Cirebon Unfurnished,2480000000,Jawa Barat,Cirebon,,4,3,162.0,135.0,2200.0,2.0,secondary
Jual Rumah Minimalis Bagus Punya 4 KT di Harjamukti Cirebon SHM,2500000000,Jawa Barat,Cirebon,Harjamukti,4,2,179.0,180.0,2200.0,1.0,secondary
Rumah Modern 2 KT di Argasunya Cirebon Unfurnished,750000000,Jawa Barat,Cirebon,,2,1,120.0,65.0,2200.0,0.0,secondary
"Dijual Rumah Eksklusif 4 KT di Cirebon Kota, Cirebon",950000000,Jawa Barat,Cirebon,,4,3,212.0,150.0,2200.0,0.0,secondary
"Dijual Rumah Mewah Elegan Dengan View Cantik di Cirebon Kota, Cirebon",6000000000,Jawa Barat,Cirebon,,6,4,527.0,843.0,8000.0,2.0,secondary
"Hunian Cantik Minimalis Lb 250m2 di Kesambi, Cirebon",1600000000,Jawa Barat,Cirebon,Kesambi,4,3,293.0,250.0,2200.0,1.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Sumber Cirebon SHM,1000000000,Jawa Barat,Cirebon,Sumber,3,2,128.0,79.0,2200.0,1.0,secondary
Rumah Modern Cantik 3 Kamar Siap Huni di Kedawung,1200000000,Jawa Barat,Cirebon,Kedawung,3,3,98.0,115.0,3500.0,2.0,secondary
Rumah Modern Cantik 3 Kamar Siap Huni di Kedawung,1200000000,Jawa Barat,Cirebon,Kedawung,3,3,98.0,115.0,3500.0,2.0,secondary
Rumah Modern 3 KT LT 239m2 di Sutawinangun,1300000000,Jawa Barat,Cirebon,,3,2,239.0,120.0,2200.0,2.0,secondary
"Rumah Strategis Minimalis Lb 240m2 di Kesambi, Cirebon",650000000,Jawa Barat,Cirebon,Kesambi,4,3,141.0,240.0,2200.0,2.0,secondary
For Sale Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Kesambi,1000000000,Jawa Barat,Cirebon,Kesambi,2,2,156.0,133.0,1300.0,1.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Harjamukti,550000000,Jawa Barat,Cirebon,Harjamukti,3,1,104.0,90.0,2200.0,1.0,secondary
"Rumah Strategis Minimalis Lb 200m2 di Kedawung, Cirebon",780000000,Jawa Barat,Cirebon,Kedawung,3,2,144.0,200.0,2200.0,2.0,secondary
"Rumah Mewah Dijual LT 200m2 di Kesambi, Cirebon",3000000000,Jawa Barat,Cirebon,Kesambi,12,12,200.0,112.0,900.0,2.0,secondary
Dijual Rumah Murah di Harjamukti Cirebon Harga Rp 500 Juta LT 134m2,500000000,Jawa Barat,Cirebon,Harjamukti,2,2,134.0,120.0,1300.0,0.0,secondary
"Hunian Mewah Siap Huni LT 290m2 di Depok, Cirebon",2900000000,Jawa Barat,Cirebon,Depok,13,13,290.0,540.0,900.0,2.0,secondary
